at;content;cleaning;case_folding;hasil_normalisasi;tokenize;stopword removal;steming_data;stemming;Score;Sentiment
2025-07-09 04:42:14;Untuk sertifikat vaksin tidak dapat di unduh. Tolong untuk segera diperbaiki, ini penting bagi orang yang membutuhkan terutama dalam persyaratan lamaran pekerjaan, teruntuk saya juga. Saya harap aplikasi ini bisa jadi jauh lebih baik lagi ketimbang yang sekarang. Itu saja, terimakasih.;Untuk sertifikat vaksin tidak dapat di unduh Tolong untuk segera diperbaiki ini penting bagi orang yang membutuhkan terutama dalam persyaratan lamaran pekerjaan teruntuk saya juga Saya harap aplikasi ini bisa jadi jauh lebih baik lagi ketimbang yang sekarang Itu saja terimakasih;untuk sertifikat vaksin tidak dapat di unduh tolong untuk segera diperbaiki ini penting bagi orang yang membutuhkan terutama dalam persyaratan lamaran pekerjaan teruntuk saya juga saya harap aplikasi ini bisa jadi jauh lebih baik lagi ketimbang yang sekarang itu saja terimakasih;untuk sertifikat vaksin tidak dapat di unduh tolong untuk segera diperbaiki ini penting bagi orang yang membutuhkan terutama dalam persyaratan lamaran pekerjaan teruntuk saya juga saya harap aplikasi ini bisa jadi jauh lebih baik lagi ketimbang yang sekarang itu saja terimakasih;['untuk', 'sertifikat', 'vaksin', 'tidak', 'dapat', 'di', 'unduh', 'tolong', 'untuk', 'segera', 'diperbaiki', 'ini', 'penting', 'bagi', 'orang', 'yang', 'membutuhkan', 'terutama', 'dalam', 'persyaratan', 'lamaran', 'pekerjaan', 'teruntuk', 'saya', 'juga', 'saya', 'harap', 'aplikasi', 'ini', 'bisa', 'jadi', 'jauh', 'lebih', 'baik', 'lagi', 'ketimbang', 'yang', 'sekarang', 'itu', 'saja', 'terimakasih'];['sertifikat', 'vaksin', 'unduh', 'tolong', 'diperbaiki', 'orang', 'membutuhkan', 'persyaratan', 'lamaran', 'pekerjaan', 'teruntuk', 'harap', 'aplikasi', 'ketimbang', 'terimakasih'];sertifikat vaksin unduh tolong baik orang butuh syarat lamar kerja untuk harap aplikasi ketimbang terimakasih;sertifikat vaksin unduh tolong baik orang butuh syarat lamar kerja untuk harap aplikasi ketimbang terimakasih;7.0;Positif
2025-07-09 03:13:44;Kode verifikasi tidak kunjung diterima, padahal sudah dicoba berulang kali. Tolong diperbaiki;Kode verifikasi tidak kunjung diterima padahal sudah dicoba berulang kali Tolong diperbaiki;kode verifikasi tidak kunjung diterima padahal sudah dicoba berulang kali tolong diperbaiki;kode verifikasi tidak kunjung diterima padahal sudah dicoba berulang kali tolong diperbaiki;['kode', 'verifikasi', 'tidak', 'kunjung', 'diterima', 'padahal', 'sudah', 'dicoba', 'berulang', 'kali', 'tolong', 'diperbaiki'];['kode', 'verifikasi', 'kunjung', 'diterima', 'dicoba', 'berulang', 'kali', 'tolong', 'diperbaiki'];kode verifikasi kunjung terima coba ulang kali tolong baik;kode verifikasi kunjung terima coba ulang kali tolong baik;10.0;Positif
2025-07-08 14:08:26;kg jelas apk nya njir, gua masukin pin ama no dan email salah mulu pas login padahal bener itu;kg jelas apk nya njir gua masukin pin ama no dan email salah mulu pas login padahal bener itu;kg jelas apk nya njir gua masukin pin ama no dan email salah mulu pas login padahal bener itu;kg jelas apk ya anjir gua memasuki pin sama no dan email salah mulu pas login padahal benar itu;['kg', 'jelas', 'apk', 'ya', 'anjir', 'gua', 'memasuki', 'pin', 'sama', 'no', 'dan', 'email', 'salah', 'mulu', 'pas', 'login', 'padahal', 'benar', 'itu'];['kg', 'apk', 'ya', 'anjir', 'gua', 'memasuki', 'pin', 'no', 'email', 'salah', 'mulu', 'pas', 'login'];kg apk ya anjir gua pasuk pin no email salah mulu pas login;kg apk ya anjir gua pasuk pin no email salah mulu pas login;5.0;Positif
2025-07-08 14:01:59;diperbaiki lagi masa verivikasi nomer via wa aja gak dikirim kirim;diperbaiki lagi masa verivikasi nomer via wa aja gak dikirim kirim;diperbaiki lagi masa verivikasi nomer via wa aja gak dikirim kirim;diperbaiki lagi masa verivikasi nomer via wa saja tidak dikirim kirim;['diperbaiki', 'lagi', 'masa', 'verivikasi', 'nomer', 'via', 'wa', 'saja', 'tidak', 'dikirim', 'kirim'];['diperbaiki', 'verivikasi', 'nomer', 'via', 'wa', 'dikirim', 'kirim'];baik verivikasi nomer via wa kirim kirim;baik verivikasi nomer via wa kirim kirim;7.0;Positif
2025-07-08 12:58:36;aplikasi lemot, masa nunggu verifikasi sampe 4x 2menit belum di kasih;aplikasi lemot masa nunggu verifikasi sampe x menit belum di kasih;aplikasi lemot masa nunggu verifikasi sampe x menit belum di kasih;aplikasi lemot masa menunggu verifikasi sampai kali menit belum di kasih;['aplikasi', 'lemot', 'masa', 'menunggu', 'verifikasi', 'sampai', 'kali', 'menit', 'belum', 'di', 'kasih'];['aplikasi', 'lemot', 'menunggu', 'verifikasi', 'kali', 'menit', 'kasih'];aplikasi lot tunggu verifikasi kali menit kasih;aplikasi lot tunggu verifikasi kali menit kasih;-6.0;Negatif
2025-07-08 12:53:58;kode otp gak masuk masuk , apk rusak bat inj;kode otp gak masuk masuk apk rusak bat inj;kode otp gak masuk masuk apk rusak bat inj;kode otp tidak masuk masuk apk rusak banget inj;['kode', 'otp', 'tidak', 'masuk', 'masuk', 'apk', 'rusak', 'banget', 'inj'];['kode', 'otp', 'masuk', 'masuk', 'apk', 'rusak', 'banget', 'inj'];kode otp masuk masuk apk rusak banget inj;kode otp masuk masuk apk rusak banget inj;-5.0;Negatif
2025-07-08 12:35:56;tidak berguna,kita mau verifikasi data selalu gangguan;tidak bergunakita mau verifikasi data selalu gangguan;tidak bergunakita mau verifikasi data selalu gangguan;tidak bergunakita mau verifikasi data selalu gangguan;['tidak', 'bergunakita', 'mau', 'verifikasi', 'data', 'selalu', 'gangguan'];['bergunakita', 'verifikasi', 'data', 'gangguan'];bergunakita verifikasi data ganggu;bergunakita verifikasi data ganggu;-7.0;Negatif
2025-07-08 12:13:17;Mau daftar sulit sekali.. padahal diperlukan untuk unduh tiket hasil pemeriksaan yg diharuskan dari aplikasi satu sehat.. otp tidak keluar² baik dari whatsapp atau email.. Tolong donk disegerakan perbaikannya..;Mau daftar sulit sekali padahal diperlukan untuk unduh tiket hasil pemeriksaan yg diharuskan dari aplikasi satu sehat otp tidak keluar baik dari whatsapp atau email Tolong donk disegerakan perbaikannya;mau daftar sulit sekali padahal diperlukan untuk unduh tiket hasil pemeriksaan yg diharuskan dari aplikasi satu sehat otp tidak keluar baik dari whatsapp atau email tolong donk disegerakan perbaikannya;mau daftar sulit sekali padahal diperlukan untuk unduh tiket hasil pemeriksaan yang diharuskan dari aplikasi satu sehat otp tidak keluar baik dari whatsapp atau email tolong dong disegerakan perbaikannya;['mau', 'daftar', 'sulit', 'sekali', 'padahal', 'diperlukan', 'untuk', 'unduh', 'tiket', 'hasil', 'pemeriksaan', 'yang', 'diharuskan', 'dari', 'aplikasi', 'satu', 'sehat', 'otp', 'tidak', 'keluar', 'baik', 'dari', 'whatsapp', 'atau', 'email', 'tolong', 'dong', 'disegerakan', 'perbaikannya'];['daftar', 'sulit', 'unduh', 'tiket', 'hasil', 'pemeriksaan', 'diharuskan', 'aplikasi', 'sehat', 'otp', 'whatsapp', 'email', 'tolong', 'disegerakan', 'perbaikannya'];daftar sulit unduh tiket hasil periksa harus aplikasi sehat otp whatsapp email tolong segera baik;daftar sulit unduh tiket hasil periksa harus aplikasi sehat otp whatsapp email tolong segera baik;3.0;Positif
2025-07-08 09:20:49;gak bisa masuk;gak bisa masuk;gak bisa masuk;tidak bisa masuk;['tidak', 'bisa', 'masuk'];['masuk'];masuk;masuk;-3.0;Negatif
2025-07-08 07:16:40;terimakasih Dr dan bidan sudah melayani dengan baik;terimakasih Dr dan bidan sudah melayani dengan baik;terimakasih dr dan bidan sudah melayani dengan baik;terimakasih dari dan bidan sudah melayani dengan baik;['terimakasih', 'dari', 'dan', 'bidan', 'sudah', 'melayani', 'dengan', 'baik'];['terimakasih', 'bidan', 'melayani'];terimakasih bidan layan;terimakasih bidan layan;7.0;Positif
2025-07-08 06:59:09;Aplikasi yg buat pusing, ga ngerti dah dibenerin malah ga bisa masuk sama sekali;Aplikasi yg buat pusing ga ngerti dah dibenerin malah ga bisa masuk sama sekali;aplikasi yg buat pusing ga ngerti dah dibenerin malah ga bisa masuk sama sekali;aplikasi yang buat pusing tidak mengerti sudah dibenerin malah tidak bisa masuk sama sekali;['aplikasi', 'yang', 'buat', 'pusing', 'tidak', 'mengerti', 'sudah', 'dibenerin', 'malah', 'tidak', 'bisa', 'masuk', 'sama', 'sekali'];['aplikasi', 'pusing', 'mengerti', 'dibenerin', 'masuk'];aplikasi pusing erti dibenerin masuk;aplikasi pusing erti dibenerin masuk;-9.0;Negatif
2025-07-08 06:47:41;ini kenapa sih parah bangettt.. saya dapat wa dari Kemenkes, saya sudah di periksa lewat puskesmas, disitu saya disuruh cek hasil periksanya melalui link ini. giliran saya sudah coba instal, saya daftar berhasil. tapi giliran mau masuk/login malah tidak valid terus. ini kenapa yaaaa.. sudah di coba beberapa kali tetap sama tidak bisa dibuka;ini kenapa sih parah bangett saya dapat wa dari Kemenkes saya sudah di periksa lewat puskesmas disitu saya disuruh cek hasil periksanya melalui link ini giliran saya sudah coba instal saya daftar berhasil tapi giliran mau masuklogin malah tidak valid terus ini kenapa yaa sudah di coba beberapa kali tetap sama tidak bisa dibuka;ini kenapa sih parah bangett saya dapat wa dari kemenkes saya sudah di periksa lewat puskesmas disitu saya disuruh cek hasil periksanya melalui link ini giliran saya sudah coba instal saya daftar berhasil tapi giliran mau masuklogin malah tidak valid terus ini kenapa yaa sudah di coba beberapa kali tetap sama tidak bisa dibuka;ini kenapa sih parah banget saya dapat wa dari kemenkes saya sudah di periksa lewat puskesmas disitu saya disuruh cek hasil periksanya melalui link ini giliran saya sudah coba instal saya daftar berhasil tapi giliran mau masuklogin malah tidak valid terus ini kenapa ya sudah di coba beberapa kali tetap sama tidak bisa dibuka;['ini', 'kenapa', 'sih', 'parah', 'banget', 'saya', 'dapat', 'wa', 'dari', 'kemenkes', 'saya', 'sudah', 'di', 'periksa', 'lewat', 'puskesmas', 'disitu', 'saya', 'disuruh', 'cek', 'hasil', 'periksanya', 'melalui', 'link', 'ini', 'giliran', 'saya', 'sudah', 'coba', 'instal', 'saya', 'daftar', 'berhasil', 'tapi', 'giliran', 'mau', 'masuklogin', 'malah', 'tidak', 'valid', 'terus', 'ini', 'kenapa', 'ya', 'sudah', 'di', 'coba', 'beberapa', 'kali', 'tetap', 'sama', 'tidak', 'bisa', 'dibuka'];['sih', 'parah', 'banget', 'wa', 'kemenkes', 'periksa', 'puskesmas', 'disitu', 'disuruh', 'cek', 'hasil', 'periksanya', 'link', 'giliran', 'coba', 'instal', 'daftar', 'berhasil', 'giliran', 'masuklogin', 'valid', 'ya', 'coba', 'kali', 'dibuka'];sih parah banget wa kemenkes periksa puskesmas situ suruh cek hasil periksa link gilir coba instal daftar hasil gilir masuklogin valid ya coba kali buka;sih parah banget wa kemenkes periksa puskesmas situ suruh cek hasil periksa link gilir coba instal daftar hasil gilir masuklogin valid ya coba kali buka;-2.0;Negatif
2025-07-08 06:14:13;bagus;bagus;bagus;bagus;['bagus'];['bagus'];bagus;bagus;2.0;Positif
2025-07-08 02:53:02;gimana ini gabisa unduk sertifikat vaksin, dari kemarin saya coba gagal terus padahal ini penting banget untuk ngelamar kerjs, tolonh atasi ini lah saya mohon banget perbaiki ini;gimana ini gabisa unduk sertifikat vaksin dari kemarin saya coba gagal terus padahal ini penting banget untuk ngelamar kerjs tolonh atasi ini lah saya mohon banget perbaiki ini;gimana ini gabisa unduk sertifikat vaksin dari kemarin saya coba gagal terus padahal ini penting banget untuk ngelamar kerjs tolonh atasi ini lah saya mohon banget perbaiki ini;bagaimana ini tidak bisa unduk sertifikat vaksin dari kemarin saya coba gagal terus padahal ini penting banget untuk ngelamar kerjs tolonh atasi ini lah saya mohon banget perbaiki ini;['bagaimana', 'ini', 'tidak', 'bisa', 'unduk', 'sertifikat', 'vaksin', 'dari', 'kemarin', 'saya', 'coba', 'gagal', 'terus', 'padahal', 'ini', 'penting', 'banget', 'untuk', 'ngelamar', 'kerjs', 'tolonh', 'atasi', 'ini', 'lah', 'saya', 'mohon', 'banget', 'perbaiki', 'ini'];['unduk', 'sertifikat', 'vaksin', 'kemarin', 'coba', 'gagal', 'banget', 'ngelamar', 'kerjs', 'tolonh', 'atasi', 'mohon', 'banget', 'perbaiki'];unduk sertifikat vaksin kemarin coba gagal banget ngelamar kerjs tolonh atas mohon banget baik;unduk sertifikat vaksin kemarin coba gagal banget ngelamar kerjs tolonh atas mohon banget baik;1.0;Positif
2025-07-07 13:41:47;apk aneh pengen unduh sertifikat vaksin untuk kebutuhan pekerjaan malah gbisa;apk aneh pengen unduh sertifikat vaksin untuk kebutuhan pekerjaan malah gbisa;apk aneh pengen unduh sertifikat vaksin untuk kebutuhan pekerjaan malah gbisa;apk aneh pengin unduh sertifikat vaksin untuk kebutuhan pekerjaan malah gbisa;['apk', 'aneh', 'pengin', 'unduh', 'sertifikat', 'vaksin', 'untuk', 'kebutuhan', 'pekerjaan', 'malah', 'gbisa'];['apk', 'aneh', 'pengin', 'unduh', 'sertifikat', 'vaksin', 'kebutuhan', 'pekerjaan', 'gbisa'];apk aneh pengin unduh sertifikat vaksin butuh kerja gbisa;apk aneh pengin unduh sertifikat vaksin butuh kerja gbisa;1.0;Positif
2025-07-07 08:25:12;"hasil pemeriksaan ckg baru tersedia seminggu setelah pemeriksaan (lama ya) tapi sayangnya gak bisa dibuka. setiap sy buka fitur ""hasil pemeriksaan"" selalu muter-muter & akhirnya keluar sendiri dari aplikasi. sudah 3 hari saya coba masih begitu terus. padahal saya pakai wifi & koneksinya jg kuat. tolong diperbaiki dong.";hasil pemeriksaan ckg baru tersedia seminggu setelah pemeriksaan lama ya tapi sayangnya gak bisa dibuka setiap sy buka fitur hasil pemeriksaan selalu mutermuter akhirnya keluar sendiri dari aplikasi sudah hari saya coba masih begitu terus padahal saya pakai wifi koneksinya jg kuat tolong diperbaiki dong;hasil pemeriksaan ckg baru tersedia seminggu setelah pemeriksaan lama ya tapi sayangnya gak bisa dibuka setiap sy buka fitur hasil pemeriksaan selalu mutermuter akhirnya keluar sendiri dari aplikasi sudah hari saya coba masih begitu terus padahal saya pakai wifi koneksinya jg kuat tolong diperbaiki dong;hasil pemeriksaan ckg baru tersedia seminggu setelah pemeriksaan lama ya tapi sayangnya tidak bisa dibuka setiap saya buka fitur hasil pemeriksaan selalu mutermuter akhirnya keluar sendiri dari aplikasi sudah hari saya coba masih begitu terus padahal saya pakai wifi koneksinya juga kuat tolong diperbaiki dong;['hasil', 'pemeriksaan', 'ckg', 'baru', 'tersedia', 'seminggu', 'setelah', 'pemeriksaan', 'lama', 'ya', 'tapi', 'sayangnya', 'tidak', 'bisa', 'dibuka', 'setiap', 'saya', 'buka', 'fitur', 'hasil', 'pemeriksaan', 'selalu', 'mutermuter', 'akhirnya', 'keluar', 'sendiri', 'dari', 'aplikasi', 'sudah', 'hari', 'saya', 'coba', 'masih', 'begitu', 'terus', 'padahal', 'saya', 'pakai', 'wifi', 'koneksinya', 'juga', 'kuat', 'tolong', 'diperbaiki', 'dong'];['hasil', 'pemeriksaan', 'ckg', 'tersedia', 'seminggu', 'pemeriksaan', 'ya', 'sayangnya', 'dibuka', 'buka', 'fitur', 'hasil', 'pemeriksaan', 'mutermuter', 'aplikasi', 'coba', 'pakai', 'wifi', 'koneksinya', 'kuat', 'tolong', 'diperbaiki'];hasil periksa ckg sedia minggu periksa ya sayang buka buka fitur hasil periksa mutermuter aplikasi coba pakai wifi koneksi kuat tolong baik;hasil periksa ckg sedia minggu periksa ya sayang buka buka fitur hasil periksa mutermuter aplikasi coba pakai wifi koneksi kuat tolong baik;14.0;Positif
2025-07-07 07:56:57;update vaksin blm ada, tp pas mau upload malah gk bisa;update vaksin blm ada tp pas mau upload malah gk bisa;update vaksin blm ada tp pas mau upload malah gk bisa;update vaksin belum ada tapi pas mau upload malah tidak bisa;['update', 'vaksin', 'belum', 'ada', 'tapi', 'pas', 'mau', 'upload', 'malah', 'tidak', 'bisa'];['update', 'vaksin', 'pas', 'upload'];update vaksin pas upload;update vaksin pas upload;3.0;Positif
2025-07-07 06:43:08;saya udah daftar online udah skrining online,sudah dapat nomor tiket,sudah puasa juga,tertulis suruh datang ke puskesmas pasar rebo jam 08.00 - 15.00,saya datang jam 13.00 sudah tutup,bagaimana ini?;saya udah daftar online udah skrining onlinesudah dapat nomor tiketsudah puasa jugatertulis suruh datang ke puskesmas pasar rebo jam saya datang jam sudah tutupbagaimana ini;saya udah daftar online udah skrining onlinesudah dapat nomor tiketsudah puasa jugatertulis suruh datang ke puskesmas pasar rebo jam saya datang jam sudah tutupbagaimana ini;saya sudah daftar online sudah skrining onlinesudah dapat nomor tiketsudah puasa jugatertulis suruh datang ke puskesmas pasar rebo jam saya datang jam sudah tutupbagaimana ini;['saya', 'sudah', 'daftar', 'online', 'sudah', 'skrining', 'onlinesudah', 'dapat', 'nomor', 'tiketsudah', 'puasa', 'jugatertulis', 'suruh', 'datang', 'ke', 'puskesmas', 'pasar', 'rebo', 'jam', 'saya', 'datang', 'jam', 'sudah', 'tutupbagaimana', 'ini'];['daftar', 'online', 'skrining', 'onlinesudah', 'nomor', 'tiketsudah', 'puasa', 'jugatertulis', 'suruh', 'puskesmas', 'pasar', 'rebo', 'jam', 'jam', 'tutupbagaimana'];daftar online skrining onlinesudah nomor tiketsudah puasa jugatertulis suruh puskesmas pasar rebo jam jam tutupbagaimana;daftar online skrining onlinesudah nomor tiketsudah puasa jugatertulis suruh puskesmas pasar rebo jam jam tutupbagaimana;-3.0;Negatif
2025-07-07 05:19:44;alhamdulillah dengan adanya PKG bisa cek kesehatan secara teratur semangat buat pola hidup sehat;alhamdulillah dengan adanya PKG bisa cek kesehatan secara teratur semangat buat pola hidup sehat;alhamdulillah dengan adanya pkg bisa cek kesehatan secara teratur semangat buat pola hidup sehat;alhamdulillah dengan adanya pkg bisa cek kesehatan secara teratur semangat buat pola hidup sehat;['alhamdulillah', 'dengan', 'adanya', 'pkg', 'bisa', 'cek', 'kesehatan', 'secara', 'teratur', 'semangat', 'buat', 'pola', 'hidup', 'sehat'];['alhamdulillah', 'pkg', 'cek', 'kesehatan', 'teratur', 'semangat', 'pola', 'hidup', 'sehat'];alhamdulillah pkg cek sehat atur semangat pola hidup sehat;alhamdulillah pkg cek sehat atur semangat pola hidup sehat;22.0;Positif
2025-07-07 05:19:40;min tolong bantuin dong saya sudah vaksin 3 TPI ngga bisa login , dikarenakan emailnya hilang trs lupa password juga , no telp juga udh hilang , mohon bantuannya min buat persyaratan kerja udh mentok banget bingung caranya gmna, pin juga lupa;min tolong bantuin dong saya sudah vaksin TPI ngga bisa login dikarenakan emailnya hilang trs lupa password juga no telp juga udh hilang mohon bantuannya min buat persyaratan kerja udh mentok banget bingung caranya gmna pin juga lupa;min tolong bantuin dong saya sudah vaksin tpi ngga bisa login dikarenakan emailnya hilang trs lupa password juga no telp juga udh hilang mohon bantuannya min buat persyaratan kerja udh mentok banget bingung caranya gmna pin juga lupa;min tolong bantuin dong saya sudah vaksin tapi tidak bisa login dikarenakan emailnya hilang terus lupa password juga no telp juga sudah hilang mohon bantuannya min buat persyaratan kerja sudah mentok banget bingung caranya bagaimana pin juga lupa;['min', 'tolong', 'bantuin', 'dong', 'saya', 'sudah', 'vaksin', 'tapi', 'tidak', 'bisa', 'login', 'dikarenakan', 'emailnya', 'hilang', 'terus', 'lupa', 'password', 'juga', 'no', 'telp', 'juga', 'sudah', 'hilang', 'mohon', 'bantuannya', 'min', 'buat', 'persyaratan', 'kerja', 'sudah', 'mentok', 'banget', 'bingung', 'caranya', 'bagaimana', 'pin', 'juga', 'lupa'];['min', 'tolong', 'bantuin', 'vaksin', 'login', 'emailnya', 'hilang', 'lupa', 'password', 'no', 'telp', 'hilang', 'mohon', 'bantuannya', 'min', 'persyaratan', 'kerja', 'mentok', 'banget', 'bingung', 'pin', 'lupa'];min tolong bantuin vaksin login email hilang lupa password no telp hilang mohon bantu min syarat kerja mentok banget bingung pin lupa;min tolong bantuin vaksin login email hilang lupa password no telp hilang mohon bantu min syarat kerja mentok banget bingung pin lupa;17.0;Positif
2025-07-07 04:00:02;Update malah bikin susah dosis 3 hilang, udah verifikasi KTP harus juga verifikasi di faskes terdekat otaknya dimana?;Update malah bikin susah dosis hilang udah verifikasi KTP harus juga verifikasi di faskes terdekat otaknya dimana;update malah bikin susah dosis hilang udah verifikasi ktp harus juga verifikasi di faskes terdekat otaknya dimana;update malah bikin susah dosis hilang sudah verifikasi ktp harus juga verifikasi di faskes terdekat otaknya dimana;['update', 'malah', 'bikin', 'susah', 'dosis', 'hilang', 'sudah', 'verifikasi', 'ktp', 'harus', 'juga', 'verifikasi', 'di', 'faskes', 'terdekat', 'otaknya', 'dimana'];['update', 'bikin', 'susah', 'dosis', 'hilang', 'verifikasi', 'ktp', 'verifikasi', 'faskes', 'terdekat', 'otaknya', 'dimana'];update bikin susah dosis hilang verifikasi ktp verifikasi faskes dekat otak mana;update bikin susah dosis hilang verifikasi ktp verifikasi faskes dekat otak mana;4.0;Positif
